timestamp,tag_name,asset_id,value,unit,quality
2026-03-17T10:00:00Z,CP-001.LOAD_PCT,CP-001,73.5,%,Good
2026-03-17T10:15:00Z,CP-001.LOAD_PCT,CP-001,70.2,%,Good
2026-03-17T10:30:00Z,CP-001.LOAD_PCT,CP-001,87.4,%,Good
2026-03-17T10:45:00Z,CP-001.LOAD_PCT,CP-001,73.7,%,Good
2026-03-17T11:00:00Z,CP-001.LOAD_PCT,CP-001,74.5,%,Good
2026-03-17T11:15:00Z,CP-001.LOAD_PCT,CP-001,70.8,%,Good
2026-03-17T11:30:00Z,CP-001.LOAD_PCT,CP-001,74.2,%,Good
2026-03-17T11:45:00Z,CP-001.LOAD_PCT,CP-001,81.3,%,Good
2026-03-17T12:00:00Z,CP-001.LOAD_PCT,CP-001,80.2,%,Good
2026-03-17T12:15:00Z,CP-001.LOAD_PCT,CP-001,63.6,%,Good
2026-03-17T12:30:00Z,CP-001.LOAD_PCT,CP-001,68.8,%,Good
2026-03-17T12:45:00Z,CP-001.LOAD_PCT,CP-001,78.2,%,Good
2026-03-17T13:00:00Z,CP-001.LOAD_PCT,CP-001,81.2,%,Good
2026-03-17T13:15:00Z,CP-001.LOAD_PCT,CP-001,77.7,%,Good
2026-03-17T13:30:00Z,CP-001.LOAD_PCT,CP-001,77.7,%,Good
2026-03-17T13:45:00Z,CP-001.LOAD_PCT,CP-001,85.6,%,Good
2026-03-17T14:00:00Z,CP-001.LOAD_PCT,CP-001,84.4,%,Good
2026-03-17T14:15:00Z,CP-001.LOAD_PCT,CP-001,64.1,%,Good
2026-03-17T14:30:00Z,CP-001.LOAD_PCT,CP-001,71.2,%,Good
2026-03-17T14:45:00Z,CP-001.LOAD_PCT,CP-001,75.0,%,Good
2026-03-17T15:00:00Z,CP-001.LOAD_PCT,CP-001,66.9,%,Good
2026-03-17T15:15:00Z,CP-001.LOAD_PCT,CP-001,71.5,%,Good
2026-03-17T15:30:00Z,CP-001.LOAD_PCT,CP-001,64.3,%,Good
2026-03-17T15:45:00Z,CP-001.LOAD_PCT,CP-001,76.4,%,Good
2026-03-17T16:00:00Z,CP-001.LOAD_PCT,CP-001,73.3,%,Good
2026-03-17T16:15:00Z,CP-001.LOAD_PCT,CP-001,79.4,%,Good
2026-03-17T16:30:00Z,CP-001.LOAD_PCT,CP-001,74.6,%,Good
2026-03-17T16:45:00Z,CP-001.LOAD_PCT,CP-001,75.3,%,Good
2026-03-17T17:00:00Z,CP-001.LOAD_PCT,CP-001,77.9,%,Good
2026-03-17T17:15:00Z,CP-001.LOAD_PCT,CP-001,66.0,%,Good
2026-03-17T17:30:00Z,CP-001.LOAD_PCT,CP-001,67.1,%,Good
2026-03-17T17:45:00Z,CP-001.LOAD_PCT,CP-001,66.7,%,Good
2026-03-17T18:00:00Z,CP-001.LOAD_PCT,CP-001,73.6,%,Good
2026-03-17T18:15:00Z,CP-001.LOAD_PCT,CP-001,71.7,%,Good
2026-03-17T18:30:00Z,CP-001.LOAD_PCT,CP-001,70.3,%,Good
2026-03-17T18:45:00Z,CP-001.LOAD_PCT,CP-001,66.1,%,Good
2026-03-17T19:00:00Z,CP-001.LOAD_PCT,CP-001,76.3,%,Good
2026-03-17T19:15:00Z,CP-001.LOAD_PCT,CP-001,67.8,%,Good
2026-03-17T19:30:00Z,CP-001.LOAD_PCT,CP-001,74.6,%,Good
2026-03-17T19:45:00Z,CP-001.LOAD_PCT,CP-001,71.1,%,Good
2026-03-17T20:00:00Z,CP-001.LOAD_PCT,CP-001,74.4,%,Good
2026-03-17T20:15:00Z,CP-001.LOAD_PCT,CP-001,68.9,%,Good
2026-03-17T20:30:00Z,CP-001.LOAD_PCT,CP-001,66.0,%,Good
2026-03-17T20:45:00Z,CP-001.LOAD_PCT,CP-001,66.3,%,Good
2026-03-17T21:00:00Z,CP-001.LOAD_PCT,CP-001,68.4,%,Good
2026-03-17T21:15:00Z,CP-001.LOAD_PCT,CP-001,70.3,%,Good
2026-03-17T21:30:00Z,CP-001.LOAD_PCT,CP-001,65.9,%,Good
2026-03-17T21:45:00Z,CP-001.LOAD_PCT,CP-001,70.5,%,Good
2026-03-17T22:00:00Z,CP-001.LOAD_PCT,CP-001,71.4,%,Good
2026-03-17T22:15:00Z,CP-001.LOAD_PCT,CP-001,70.0,%,Good
2026-03-17T22:30:00Z,CP-001.LOAD_PCT,CP-001,70.2,%,Good
2026-03-17T22:45:00Z,CP-001.LOAD_PCT,CP-001,74.5,%,Good
2026-03-17T23:00:00Z,CP-001.LOAD_PCT,CP-001,77.9,%,Good
2026-03-17T23:15:00Z,CP-001.LOAD_PCT,CP-001,66.5,%,Good
2026-03-17T23:30:00Z,CP-001.LOAD_PCT,CP-001,66.6,%,Good
2026-03-17T23:45:00Z,CP-001.LOAD_PCT,CP-001,65.3,%,Good
2026-03-18T00:00:00Z,CP-001.LOAD_PCT,CP-001,67.0,%,Good
2026-03-18T00:15:00Z,CP-001.LOAD_PCT,CP-001,70.5,%,Good
2026-03-18T00:30:00Z,CP-001.LOAD_PCT,CP-001,75.0,%,Good
2026-03-18T00:45:00Z,CP-001.LOAD_PCT,CP-001,65.0,%,Good
2026-03-18T01:00:00Z,CP-001.LOAD_PCT,CP-001,59.4,%,Good
2026-03-18T01:15:00Z,CP-001.LOAD_PCT,CP-001,70.5,%,Good
2026-03-18T01:30:00Z,CP-001.LOAD_PCT,CP-001,69.3,%,Good
2026-03-18T01:45:00Z,CP-001.LOAD_PCT,CP-001,76.1,%,Good
2026-03-18T02:00:00Z,CP-001.LOAD_PCT,CP-001,73.8,%,Good
2026-03-18T02:15:00Z,CP-001.LOAD_PCT,CP-001,65.0,%,Good
2026-03-18T02:30:00Z,CP-001.LOAD_PCT,CP-001,68.0,%,Good
2026-03-18T02:45:00Z,CP-001.LOAD_PCT,CP-001,61.6,%,Good
2026-03-18T03:00:00Z,CP-001.LOAD_PCT,CP-001,64.8,%,Good
2026-03-18T03:15:00Z,CP-001.LOAD_PCT,CP-001,66.6,%,Good
2026-03-18T03:30:00Z,CP-001.LOAD_PCT,CP-001,67.9,%,Good
2026-03-18T03:45:00Z,CP-001.LOAD_PCT,CP-001,76.3,%,Good
2026-03-18T04:00:00Z,CP-001.LOAD_PCT,CP-001,75.3,%,Good
2026-03-18T04:15:00Z,CP-001.LOAD_PCT,CP-001,77.7,%,Good
2026-03-18T04:30:00Z,CP-001.LOAD_PCT,CP-001,71.8,%,Good
2026-03-18T04:45:00Z,CP-001.LOAD_PCT,CP-001,70.4,%,Good
2026-03-18T05:00:00Z,CP-001.LOAD_PCT,CP-001,69.4,%,Good
2026-03-18T05:15:00Z,CP-001.LOAD_PCT,CP-001,69.4,%,Good
2026-03-18T05:30:00Z,CP-001.LOAD_PCT,CP-001,67.8,%,Good
2026-03-18T05:45:00Z,CP-001.LOAD_PCT,CP-001,71.7,%,Good
2026-03-18T06:00:00Z,CP-001.LOAD_PCT,CP-001,70.8,%,Good
2026-03-18T06:15:00Z,CP-001.LOAD_PCT,CP-001,78.4,%,Good
2026-03-18T06:30:00Z,CP-001.LOAD_PCT,CP-001,70.8,%,Good
2026-03-18T06:45:00Z,CP-001.LOAD_PCT,CP-001,76.5,%,Good
2026-03-18T07:00:00Z,CP-001.LOAD_PCT,CP-001,77.6,%,Good
2026-03-18T07:15:00Z,CP-001.LOAD_PCT,CP-001,69.3,%,Good
2026-03-18T07:30:00Z,CP-001.LOAD_PCT,CP-001,72.1,%,Good
2026-03-18T07:45:00Z,CP-001.LOAD_PCT,CP-001,63.3,%,Good
2026-03-18T08:00:00Z,CP-001.LOAD_PCT,CP-001,76.6,%,Good
2026-03-18T08:15:00Z,CP-001.LOAD_PCT,CP-001,73.7,%,Good
2026-03-18T08:30:00Z,CP-001.LOAD_PCT,CP-001,79.4,%,Good
2026-03-18T08:45:00Z,CP-001.LOAD_PCT,CP-001,78.3,%,Good
2026-03-18T09:00:00Z,CP-001.LOAD_PCT,CP-001,65.7,%,Good
2026-03-18T09:15:00Z,CP-001.LOAD_PCT,CP-001,82.8,%,Good
2026-03-18T09:30:00Z,CP-001.LOAD_PCT,CP-001,71.8,%,Good
2026-03-18T09:45:00Z,CP-001.LOAD_PCT,CP-001,81.5,%,Good
2026-03-18T10:00:00Z,CP-001.LOAD_PCT,CP-001,71.5,%,Good
2026-03-18T10:15:00Z,CP-001.LOAD_PCT,CP-001,78.2,%,Good
2026-03-18T10:30:00Z,CP-001.LOAD_PCT,CP-001,73.8,%,Good
2026-03-18T10:45:00Z,CP-001.LOAD_PCT,CP-001,78.8,%,Good
2026-03-18T11:00:00Z,CP-001.LOAD_PCT,CP-001,77.2,%,Good
2026-03-18T11:15:00Z,CP-001.LOAD_PCT,CP-001,78.2,%,Good
2026-03-18T11:30:00Z,CP-001.LOAD_PCT,CP-001,67.9,%,Good
2026-03-18T11:45:00Z,CP-001.LOAD_PCT,CP-001,80.3,%,Good
2026-03-18T12:00:00Z,CP-001.LOAD_PCT,CP-001,82.1,%,Good
2026-03-18T12:15:00Z,CP-001.LOAD_PCT,CP-001,81.1,%,Good
2026-03-18T12:30:00Z,CP-001.LOAD_PCT,CP-001,66.6,%,Good
2026-03-18T12:45:00Z,CP-001.LOAD_PCT,CP-001,65.9,%,Good
2026-03-18T13:00:00Z,CP-001.LOAD_PCT,CP-001,69.4,%,Good
2026-03-18T13:15:00Z,CP-001.LOAD_PCT,CP-001,70.9,%,Good
2026-03-18T13:30:00Z,CP-001.LOAD_PCT,CP-001,76.7,%,Good
2026-03-18T13:45:00Z,CP-001.LOAD_PCT,CP-001,78.3,%,Good
2026-03-18T14:00:00Z,CP-001.LOAD_PCT,CP-001,77.0,%,Good
2026-03-18T14:15:00Z,CP-001.LOAD_PCT,CP-001,73.0,%,Good
2026-03-18T14:30:00Z,CP-001.LOAD_PCT,CP-001,74.3,%,Good
2026-03-18T14:45:00Z,CP-001.LOAD_PCT,CP-001,75.3,%,Good
2026-03-18T15:00:00Z,CP-001.LOAD_PCT,CP-001,71.3,%,Good
2026-03-18T15:15:00Z,CP-001.LOAD_PCT,CP-001,74.9,%,Good
2026-03-18T15:30:00Z,CP-001.LOAD_PCT,CP-001,76.0,%,Good
2026-03-18T15:45:00Z,CP-001.LOAD_PCT,CP-001,73.4,%,Good
2026-03-18T16:00:00Z,CP-001.LOAD_PCT,CP-001,79.3,%,Good
2026-03-18T16:15:00Z,CP-001.LOAD_PCT,CP-001,70.1,%,Good
2026-03-18T16:30:00Z,CP-001.LOAD_PCT,CP-001,83.2,%,Good
2026-03-18T16:45:00Z,CP-001.LOAD_PCT,CP-001,78.3,%,Good
2026-03-18T17:00:00Z,CP-001.LOAD_PCT,CP-001,70.2,%,Good
2026-03-18T17:15:00Z,CP-001.LOAD_PCT,CP-001,67.6,%,Good
2026-03-18T17:30:00Z,CP-001.LOAD_PCT,CP-001,74.3,%,Good
2026-03-18T17:45:00Z,CP-001.LOAD_PCT,CP-001,77.1,%,Good
2026-03-18T18:00:00Z,CP-001.LOAD_PCT,CP-001,69.0,%,Good
2026-03-18T18:15:00Z,CP-001.LOAD_PCT,CP-001,65.9,%,Good
2026-03-18T18:30:00Z,CP-001.LOAD_PCT,CP-001,71.9,%,Good
2026-03-18T18:45:00Z,CP-001.LOAD_PCT,CP-001,70.3,%,Good
2026-03-18T19:00:00Z,CP-001.LOAD_PCT,CP-001,74.7,%,Good
2026-03-18T19:15:00Z,CP-001.LOAD_PCT,CP-001,72.2,%,Good
2026-03-18T19:30:00Z,CP-001.LOAD_PCT,CP-001,61.8,%,Good
2026-03-18T19:45:00Z,CP-001.LOAD_PCT,CP-001,62.1,%,Good
2026-03-18T20:00:00Z,CP-001.LOAD_PCT,CP-001,80.5,%,Good
2026-03-18T20:15:00Z,CP-001.LOAD_PCT,CP-001,69.0,%,Good
2026-03-18T20:30:00Z,CP-001.LOAD_PCT,CP-001,75.0,%,Good
2026-03-18T20:45:00Z,CP-001.LOAD_PCT,CP-001,67.5,%,Good
2026-03-18T21:00:00Z,CP-001.LOAD_PCT,CP-001,79.8,%,Good
2026-03-18T21:15:00Z,CP-001.LOAD_PCT,CP-001,70.5,%,Good
2026-03-18T21:30:00Z,CP-001.LOAD_PCT,CP-001,67.7,%,Good
2026-03-18T21:45:00Z,CP-001.LOAD_PCT,CP-001,59.8,%,Good
2026-03-18T22:00:00Z,CP-001.LOAD_PCT,CP-001,79.1,%,Good
2026-03-18T22:15:00Z,CP-001.LOAD_PCT,CP-001,69.9,%,Good
2026-03-18T22:30:00Z,CP-001.LOAD_PCT,CP-001,75.0,%,Good
2026-03-18T22:45:00Z,CP-001.LOAD_PCT,CP-001,70.4,%,Good
2026-03-18T23:00:00Z,CP-001.LOAD_PCT,CP-001,77.3,%,Good
2026-03-18T23:15:00Z,CP-001.LOAD_PCT,CP-001,61.0,%,Good
2026-03-18T23:30:00Z,CP-001.LOAD_PCT,CP-001,73.0,%,Good
2026-03-18T23:45:00Z,CP-001.LOAD_PCT,CP-001,72.7,%,Good
2026-03-19T00:00:00Z,CP-001.LOAD_PCT,CP-001,61.4,%,Good
2026-03-19T00:15:00Z,CP-001.LOAD_PCT,CP-001,72.9,%,Good
2026-03-19T00:30:00Z,CP-001.LOAD_PCT,CP-001,70.2,%,Good
2026-03-19T00:45:00Z,CP-001.LOAD_PCT,CP-001,62.8,%,Good
2026-03-19T01:00:00Z,CP-001.LOAD_PCT,CP-001,70.0,%,Good
2026-03-19T01:15:00Z,CP-001.LOAD_PCT,CP-001,72.4,%,Good
2026-03-19T01:30:00Z,CP-001.LOAD_PCT,CP-001,64.6,%,Good
2026-03-19T01:45:00Z,CP-001.LOAD_PCT,CP-001,71.2,%,Good
2026-03-19T02:00:00Z,CP-001.LOAD_PCT,CP-001,70.4,%,Good
2026-03-19T02:15:00Z,CP-001.LOAD_PCT,CP-001,71.1,%,Good
2026-03-19T02:30:00Z,CP-001.LOAD_PCT,CP-001,74.6,%,Good
2026-03-19T02:45:00Z,CP-001.LOAD_PCT,CP-001,66.6,%,Good
2026-03-19T03:00:00Z,CP-001.LOAD_PCT,CP-001,64.3,%,Good
2026-03-19T03:15:00Z,CP-001.LOAD_PCT,CP-001,69.4,%,Good
2026-03-19T03:30:00Z,CP-001.LOAD_PCT,CP-001,73.6,%,Good
2026-03-19T03:45:00Z,CP-001.LOAD_PCT,CP-001,69.7,%,Good
2026-03-19T04:00:00Z,CP-001.LOAD_PCT,CP-001,68.4,%,Good
2026-03-19T04:15:00Z,CP-001.LOAD_PCT,CP-001,69.3,%,Good
2026-03-19T04:30:00Z,CP-001.LOAD_PCT,CP-001,76.9,%,Good
2026-03-19T04:45:00Z,CP-001.LOAD_PCT,CP-001,76.9,%,Good
2026-03-19T05:00:00Z,CP-001.LOAD_PCT,CP-001,76.2,%,Good
2026-03-19T05:15:00Z,CP-001.LOAD_PCT,CP-001,67.0,%,Good
2026-03-19T05:30:00Z,CP-001.LOAD_PCT,CP-001,63.7,%,Good
2026-03-19T05:45:00Z,CP-001.LOAD_PCT,CP-001,77.3,%,Good
2026-03-19T06:00:00Z,CP-001.LOAD_PCT,CP-001,68.3,%,Good
2026-03-19T06:15:00Z,CP-001.LOAD_PCT,CP-001,68.1,%,Good
2026-03-19T06:30:00Z,CP-001.LOAD_PCT,CP-001,80.3,%,Good
2026-03-19T06:45:00Z,CP-001.LOAD_PCT,CP-001,72.7,%,Good
2026-03-19T07:00:00Z,CP-001.LOAD_PCT,CP-001,67.1,%,Good
2026-03-19T07:15:00Z,CP-001.LOAD_PCT,CP-001,70.5,%,Good
2026-03-19T07:30:00Z,CP-001.LOAD_PCT,CP-001,73.5,%,Good
2026-03-19T07:45:00Z,CP-001.LOAD_PCT,CP-001,74.6,%,Good
2026-03-19T08:00:00Z,CP-001.LOAD_PCT,CP-001,66.1,%,Good
2026-03-19T08:15:00Z,CP-001.LOAD_PCT,CP-001,77.2,%,Good
2026-03-19T08:30:00Z,CP-001.LOAD_PCT,CP-001,76.2,%,Good
2026-03-19T08:45:00Z,CP-001.LOAD_PCT,CP-001,75.2,%,Good
